,smiles
239,O=C1NC(=O)/C(=C/c2cnn3c(N[C@H]4CC[C@H](C(F)(F)F)CC4)cc(-c4cccnc4)nc23)N1
240,CNc1nc(Oc2ccc(NC(=O)N3C(=O)CCC3(C)C(=O)N[C@H]3CCCC[C@@H]3OC)cc2)c2cc(C)ccc2n1
241,CC1(C)NC(=O)N(CC(=O)Nc2cnc3[nH]nc(-c4cccc(C(F)(F)F)c4)c3c2)C1=O
242,O=C1NC(=O)N(C2CCCCC2)/C1=C\c1cnn2c(NC3CC3)nc(NCCCN3CCOCC3)nc12
243,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NCc4ccc(F)c(Cl)c4)nc23)N1
244,COc1cc2nccc(Oc3ccc(NC(=O)N4CCN(Cc5ccncc5)C4=O)nc3)c2cc1OC
245,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(Nc4cccc(Cl)c4Cl)nc23)N1
246,C=CCn1nc2c(/C=C/C(=O)N3CC4CC3CO4)cccc2c1N1C(=O)NC(C#CC2CC2)(C(F)(F)F)C1=O
247,COCCN(C)C1CCC(Nc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1
248,CC(C)=C(F)CCC(N)=NOS(=O)(=O)C(C)C
249,CC1CN(C(=O)Cn2ccccc2=O)C(c2ccccc2)=NO1
250,N/C(=N\OC(=O)COc1ccc(Cl)cc1)c1ccccn1
251,COC(=O)N1CC(C)(Nc2nonc2/C(=N/O)N[C@H]2Cc3ccc(F)cc32)C1
252,CC(C)Cc1nc2ccccc2n1C/C(N)=N/O
253,CN(C)c1ncccc1C(=O)ON=C(N)CN1CCCC1
254,N/C(=N\O)c1ccc2oc(CCNC(=O)CCc3ccc(C(F)(F)F)cc3)cc2c1
255,NC(Cc1ccccc1)=NOC(=O)NCCCl
256,NC(=NOCCOc1ccccc1)c1ccc(F)cc1
257,N#CCSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1
258,CON=C(N)c1ccc(-c2cncc(-c3ccc(C(N)=NOC)cc3)n2)cc1
259,CC(C)(C)COc1ncccc1/C(=N\O)NC1CC1
260,O/N=C(\Nc1cccc(C(F)(F)F)c1)c1ccc(C2CCC2)nc1
261,Cc1ncoc1CNc1nccc(NCCC(c2ccccc2)c2ccccc2)n1
262,Cc1ccc2oc(SCCCCN3CC[C@H](C)C[C@@H]3C)nc2c1
263,Cc1nc2cc(N3CCC(c4ncon4)CC3)ccc2o1
264,Cc1c(CN2CCc3nc(-c4cscn4)oc3C2)noc1COc1ccccc1
265,c1cc(-c2ccncc2)c2nc(N3CCOCC3)oc2c1
266,Clc1ccc(-c2nc(CCN3CCOC(Cn4cncn4)C3)co2)cc1
267,c1coc(-c2nc(CN3CCCC4(C3)OCCO4)co2)c1
268,C[C@@H](c1ncc(C(C)(C)C)o1)N1CCOc2ccc(N)cc21
269,c1ccc2nc(Nc3nc4ccc(CN5CCOCC5)cc4o3)ccc2c1
270,CCOc1ccc(-c2nc(CN3CCN(Cc4cccc(OC)c4OC)CC3)co2)cc1.Cl.Cl
271,COc1ccc(-c2nc(CN3CCN(CC=Cc4ccccc4)CC3)c(C)o2)cc1OC
272,Cn1ccc2ccc(-c3nc(C#N)c(N4CCC[C@@H](N)C4)o3)cc21
273,CCc1ccc(-c2nc(CN3CCN(c4ccccc4F)CC3)co2)cc1
274,Cc1ccc(-c2nc(CCN(C)CCc3ccccn3)co2)c(C)c1.Cl
275,COc1ccc(-c2nc(CN3CCOCC34CCC4)co2)cc1
276,Cc1cccc(-c2nc(CN3CCN(c4ccccc4)CC3)co2)c1
277,Cc1cnc(N2CCC(c3nc4ccccc4o3)CC2)nc1
278,Cn1ncnc1C(Nc1ccc2nc(C3CC3)oc2c1)C1CC1
279,Cc1cc(C2CN3CCCC3c3ccccc32)ccc1-c1ncco1
280,Cc1oc(-c2ccccc2)nc1CN1CCOC(c2nccs2)C1
281,O=C1CC2(CCN(CC(O)COc3ccccc3Br)CC2)OCCN1C(=O)c1cccnc1
282,Cc1ccccc1CN1C[C@@H](O)[C@@H](n2cc(C(=O)NCc3ccc4c(c3)OCO4)nn2)CC1=O
283,CC(C)O[C@H]1CC[C@H](C(=O)N2Cc3cccnc3Nc3ccc(N4CCC[C@H](O)C4)cc32)OC1
284,N#Cc1ncc(C(=O)N[C@H]2CC[C@H](OC[C@](O)(CN3CCC3)c3ccc(Cl)cc3)CC2)cn1
285,CSc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)[C@H]2CC[C@@H](N3CC(O)C3)CC2)c2ccccc12
286,CCc1nc2ccc(C3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)cs1
287,Cc1ccc2c(c1)N1CCN(CC3(O)CCCCC3)CC1C(C(=O)NC1(C#N)CC1)C2
288,CCOC1CN(c2cc(C(=O)NC[C@H](O)CN3CCc4ccccc4C3)cc(C(C)C)n2)C1
289,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)C1Cc2ccc(OCCF)cc2CN1
290,CC(C)(O)CN1CCC(CNc2nc3c(F)c(F)c(/C=C4\C(=O)Nc5ccc(F)cc54)cc3s2)CC1
291,C[C@](O)(CO)Cn1cc(-c2ccc(F)cc2)c2cc(C#C[C@@]3(O)CCN(C(=O)C4CCC4)C3)ccc21
292,CO[C@]1(c2ccc(Cl)cc2)c2ccc(C(C)(O)CN3CCCCC3)cc2C(=O)N1Cc1ccc(Cl)cn1
293,CC(C)(C)[Si](C)(C)OCC1OC(O)(CO)CN(CC2CC2)C1c1ccc(Cl)cc1
294,Cc1cc(Cl)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
295,CC1CN(CC(O)COCC2OC3OC4(C)CCC5C(C)CCC(C2C)C35OO4)CC(C)O1
296,Cc1c(C(=O)N2CCC3(CCCN(CCO)C3=O)C2)cnn1-c1nc2c(c(=O)[nH]1)CCC2
297,COCCCNCC(=O)N1CCC(c2ccc3ncn(C[C@H](O)CN4CCc5ccccc5C4)c(=O)c3c2)CC1
298,COc1cccc(COCC(O)CN2CCC(N3C(=O)c4ccccc4C3=O)CC2)c1F
299,COc1ccc(OC)c2c1CC1CC(C(=O)N3CCN(CCO)CC3)CN(C)C1C2
300,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21.Cl
301,O=C1CC(=O)N(CNc2ccc(Cl)cc2)C(=O)N1
302,Cc1nc(C=C2C(=O)NC(=O)N(Cc3ccccc3)C2=O)cs1
303,O=C1NC(=O)C(Cc2nc3ccccc3n2Cc2ccccc2)(c2ccccc2)C(=O)N1
304,COc1ccc(-c2nn(-c3ccccc3)cc2C=C2C(=O)NC(=O)NC2=O)cc1
305,CC(NCCc1ccccc1)=C1C(=O)NC(=O)N(c2ccc(Cl)cc2)C1=O
306,COc1cccc(N2C(=O)NC(=O)/C(=C\NCCN(C)C)C2=O)c1
307,O=C1NC(=O)C(=Cc2ccc3c(c2)OCO3)C(=O)N1
308,CC(C)CCCN(CCC(C)CC1(c2ccccc2)C(=O)NC(=O)NC1=O)C(=O)C(C)C
309,CCOCCC1(Oc2ccc(Oc3ccc(-c4nccc(C)n4)cc3)cc2)C(=O)NC(=O)NC1=O
310,C=CCN1C(=O)NC(=O)C(=CNCCCN2CCCC2C)C1=O
311,Cc1ccc(CN2C(=O)NC(=O)/C(=C/C=C/c3ccco3)C2=O)cc1
312,COc1cc(C=C2C(=O)NC(=O)N(Cc3ccco3)C2=O)cc(OC)c1OC
313,O=C1NC(=O)N(CCCOc2ccc(Br)cc2)C(=O)/C1=C/Nc1ccc(CN2CCCCC2)cc1
314,CCc1cc(Cl)ccc1-c1[nH]c(/C=C2/C(=O)N(C)C(=O)N(CC(=O)N(C)C(C)(C)C)C2=O)cc1Cl
315,CN(C)c1ccc(/C=C2\C(=O)NC(=O)N(Cc3ccc(F)cc3)C2=O)cc1
316,C[C@@H]1CN2c3c(cc4c(-c5ncco5)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1
317,O=C1NC(=O)C(c2ccc(OCCCC3CCCCC3)cc2)(N2CCCN(C(=O)c3cccc(Cl)c3)CC2)C(=O)N1
318,CN1C(=O)NC(=O)/C(=C/c2ccc(N3CCCC3)o2)C1=O
319,Cc1cc(C=C2C(=O)NC(=O)N(c3ccccc3)C2=O)c(C)n1-c1ccccc1
320,CN1C(=O)C(=CNc2cccc(CC#N)c2)C(=O)N(C)C1=O
321,Cc1nc(C(=O)NC(=N)N)nn1-c1ccc(C#N)cc1
322,N=C1NC(c2cccc(F)c2)CC(C2CCCCC2)N1
323,Cl.Cl.N=C(N)Nc1ccc(-c2ccc(-c3ccc(NC(=N)N)cc3)cc2)cc1
324,N=C(N)Nc1ccc(Cc2ccc(NC(=N)N)cc2)cc1
325,COc1ccc(CC(=O)NC(=N)NCCCc2c[nH]c3ccccc23)cc1OC
326,CSc1cccc(N(C)C(=N)Nc2cccc(C3CCCCC3)c2)c1
327,Cc1c(/C=N/N=C(N)N)n(C)c2cc(Br)c(Br)cc12.Cl
328,COc1ccc(C2(c3ccc(OC(F)F)cc3)NC(=N)N(C)C2=O)cc1
329,CCN(CC)CC.C[C@@]1(NC(=O)CNC(=N)N)C[C@@H]1c1cccc(Oc2ccccc2)c1
330,Cc1ccc2c(-c3csc(NC(=N)N)n3)c[nH]c2c1.Cl
331,N=C(N)NCCC[C@@H]1NC(CNC(=O)c2ccc3ccccc3c2)CCN(Cc2ccc(Cl)cc2)C1=O
332,N=C1NC(=O)C(=Cc2c[nH]c3c(Br)cccc23)C(=O)N1
333,CCNC(=O)COc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=N)N
334,N=C(N)Nc1ccc2c(c1)CCC(=O)N2CCN
335,N=C(N)NCCC[C@H]1C(=O)N(Cc2ccc(Br)cc2)C[C@@H]1Sc1ccccc1
336,N=C(N)c1ccc2[nH]c(-c3cccc(Cl)c3)cc2c1
337,N=C(N)c1ccc2cc(-c3ccccc3)ccc2c1
338,N=C(N)c1ccc(-c2cn(-c3cccc(C(=N)N)c3)nn2)cc1
339,N=C(N)c1ccc(NCCOc2ccc(N3CCNC3=N)cc2)cc1
340,COc1ccc(C(Nc2ccc(C(=N)N)cc2)c2ccc(F)cc2F)cc1OC
341,Cl.Cl.N=C(N)c1ccc([C@@H]2OB(O)c3ccccc32)cc1
342,N=C(N)SCCCCC(=O)Nc1ccccc1Br
343,COc1c(C(C)(C)C)cc(C(=N)N)cc1C(C)(C)C
344,N=C(N)C1CCCc2c1[nH]c1ccc(Cl)cc21
345,N=C(N)c1ccc(OCCCCOc2ccc(C(=N)N)cc2)cc1
346,N=C(N)c1ccc2nc(-c3ccc(OCCCCOc4ccccc4)cc3)[nH]c2c1
347,CCCCCCC(C(C)O)n1cnc(C(=N)N)c1
348,Cn1ccc(CC(=O)N[C@@H](CO)C(=O)NCc2ccc(C(=N)N)cc2)c1
349,COc1cc(C(=N)N)cc(OC)c1OCCN.Cl
350,CC(C)(C)[C@@H](O)C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1
351,CCOc1ccc(-c2nnc(-c3ccc(C(=N)N)cc3)o2)cc1OCC
352,CC(C)(C)OC(=O)n1cc(CCC(=N)N)c2ccccc21
353,N=C(N)c1ccc2nc3ccccc3nc2c1
354,N=C(N)c1cccc(OCc2ccc(C(=N)N)cc2F)c1
355,I.N=C(N)Cc1ccc(CN2CCC(Cc3ccccc3)CC2)cc1
356,O=C1CS/C(=N\N=C2c3ccccc3C3CCCCN23)N1
357,CC(C)NC(=N)c1ccc2[nH]c(-c3ccc(CO)o3)cc2c1
358,COc1cccc(-c2[nH]c(CNc3ccc(C(=N)N)cc3)cc2-c2ccc3ccccc3n2)n1
359,N=C(N)c1cccc(COc2cccc(NC(=O)Nc3cc(Br)cc(Br)c3)c2)c1
360,N=C(N)c1ccc2nc(-c3cc(CC(=O)Nc4cccc5ccccc45)ccc3F)[nH]c2c1
361,CC(=N)N1CC[C@@H](Oc2ccc3nc(O)[nH]c3c2Br)C1
362,N#CC1(c2nsc(NC(=O)C3c4cccnc4Oc4ccc(Cl)c(Cl)c43)n2)CC1
363,CC(c1cc(Cl)c(Cl)nn1)N(C)CCC#N
364,N#Cc1ccc(Nc2nc(Cl)nc(Cl)n2)cc1
365,N#CCn1nc(CO)cc1-c1ccc(Cl)c(Cl)c1
366,COP(=O)(OC)c1ccc(Oc2ncc(C#N)c(Cl)n2)cc1
367,C=CCNc1nc(SC)nc(-c2ccc(Cl)cc2Cl)c1C#N
368,CC1=C(C#N)C(c2ccc(Cl)cc2)C(=O)N1Cc1ccc(F)cc1Cl
369,N#Cc1cc(Sc2ccc(N)cc2Cl)ccc1Cl
370,COc1cc(CNc2ncccc2C#N)cc(Br)c1OCc1ccc(Cl)cc1
371,CC(C)(C)C(C#N)NC(=O)COc1cc(Cl)cc(Cl)c1
372,Cc1cc(Oc2ccc(S(=O)(=O)n3ccc4ccc(Cl)cc43)cc2C#N)ccc1Cl
373,N#Cc1cc(Cl)c(NCC(O)COCc2ccco2)c(Cl)c1
374,N#Cc1ccc(-c2c(Cl)cnc3[nH]c(Cl)nc23)cc1
375,N#CC(NC(=O)c1cccc(Cl)c1Cl)c1ccc(Cl)cc1
376,Cc1ccc(OCC(=O)N(C)Cc2ccc(C)o2)c(C)n1
377,CN1CCc2ccc(OCc3noc(-c4ccco4)n3)cc2C1=O
378,CCNC(=O)Cc1noc(-c2cc3cc(Cl)ccc3o2)n1
379,CCN(CC(=O)NCCc1ccc(F)cc1)C(=O)c1cc2ccccc2o1
380,CN1CC/C(=C\c2ccc(-c3ccc(Br)cc3)o2)C1=O
381,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccoc12
382,COc1ccc(OCCN(C)C(=O)c2cc(C)n(Cc3ccco3)c2C)cc1
383,CN(C)C(CNC(=O)Nc1cc2c(cc1Cl)OCO2)c1ccco1
384,CCN(CC(=O)NCc1ccco1)C(=O)c1cc(C)no1
385,CC(c1ccc(C(=O)N(C)C)o1)N(C)C(=O)CCCc1ccncc1
386,CN1CCN(C(=O)c2nc(-c3ccco3)ncc2Cl)CC1
387,C[C@@H](NC(=O)c1ccco1)C(=O)N(C)[C@@H](C)c1ccncc1
388,CN1CCN(C(=O)c2ccc(-c3ccccc3C(N)=O)o2)CC1
389,COc1ccc(Cl)cc1NC(=O)CN(C)Cc1ccc(-c2cccc(F)c2)o1
390,CC1CCN(CCCCC2CC(=O)N(C)C2=O)CC1
391,Cc1cc(C)cc(NC(=O)CCN2C(=O)C3CCCCC3C2=O)c1
392,N#Cc1ccc(N2C(=O)C3C(CO)[C@H]4C=C[C@@H]3C4C2=O)cc1Cl
393,Cc1ccc(NC(=O)CCCN2C(=O)CCC2=O)cc1N1CCCC1=O
394,CCN(CC)CCN1C(=O)C=C(C)C2(CCC(C(C)CCC=C(C)C)O2)C1=O
395,Cc1cc(C)c(N2C(=O)C3C4C=CC(C5CC45)C3C2=O)c(C)c1
396,COc1cc(N2C(=O)C3CC4CCCCC4N3C2=O)cc(OC)c1OC
397,COc1ccccc1N1CCN(C(=O)CN2C(=O)CCC2=O)CC1
398,O=C1C2C3C=CC(C3)C2C(=O)N1c1ccc(N2CCN(CCO)CC2)cc1
399,O=C1CC2(CCCC2)CC(=O)N1CCN1CCCC1
400,CC(C)C1C(=O)N(C2CCC(=O)NC2=O)CC1c1ccccc1
401,CCCCCCSC1CC(=O)N([C@@H]2Cc3ccccc3C[C@H]2O)C1=O
402,O=C(CCN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1ccc2c(c1)OCCO2
403,O=C(NCCCCN1CCCC2=C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]21)c1ccc2ccccc2c1
404,c1ncc(-c2ccc3cncn3c2)cc1CNC1CN2CCC1CC2
405,CN(C)CCN(C)c1nc(N)nc(COC(=O)NC2CN3CCC2CC3)n1
406,O=C(N[C@H]1CN2CCC1CC2)c1ccco1
407,C=CC1CN2CCC1CC2C(OC1OC(CN)CC(O)C1O)c1ccnc2ccc(OC)cc12
408,O=C(c1ccc2c(c1)CCC2)N1C[C@H]2CC[C@@H](C1)N(CC1CCOC1)C2=O
409,CN1C[C@@H]2CC[C@H]1CN2C(=O)c1cn(C[C@H]2CCCO2)c(=O)c2ccccc12
410,O=C(Nc1ccccc1F)C12CCN(CC1)CC2
411,O=C1CCCC2CCC(c3nnc(Nc4ccc(Cl)cc4)o3)CN12
412,C=CCNC(=O)CN1CCC2CCC1CN2C1CCN(c2ccccc2)CC1
413,OC1(c2cccc(Cl)c2)CN2CCC1CC2
414,Cc1ccc(C(=O)N2CC3CCC2CN(Cc2ccccn2)C3)cn1
415,ON=C(NC1CCCCC1)c1cccnc1Oc1ccc(Br)cc1
416,CCC1COCCN1/C(=N\O)c1ccc(Oc2ccc3ccccc3c2)nc1
417,COc1cc(C)ccc1Oc1nc(C)ccc1/C(=N/O)N1CCOCC1
418,Cc1cccc(C)c1Oc1ccc(/C(=N/O)NCC(C)O)cn1
419,CSc1ccc(Oc2ncccc2/C(=N/O)NCCc2c[nH]c3ccccc23)cc1
420,O/N=C(\NCc1c(F)cccc1F)c1ccc(Oc2cc(Cl)ccc2Cl)nc1
421,Cc1ccc2c(c1)C(C)(O)C(=O)N2CCCSc1nonc1/C(=N/O)Nc1ccc(C)c(Cl)c1
422,ON=C(NCc1ccc(Cl)c(Cl)c1)c1ccc(Oc2cc(Cl)cc(Cl)c2)nc1
423,CCc1ccccc1Oc1ccc(C(=NO)NCc2ccc(OC)cc2)cn1
424,Cc1cccc(/C(=N/O)N(C)C2CCCCC2)c1Oc1cccc(F)c1
425,Cc1ccc(C(=NO)NC2CCCC2)c(OCc2cccnc2)n1
426,COc1nc(C2=NOCC(C(=O)Nc3cccc(CN4CCOCC4)c3)N2)ccc1-n1cnc(C)c1
427,Cc1cc(C)cc(Oc2ncccc2C(=NO)N2CCN(c3ccccc3)CC2)c1
428,COc1cc(/C=C/C(=O)O/N=C(\N)c2cc(C)n(Cc3ccccc3)n2)cc(OC)c1OC
429,COc1cccc(Oc2ccc(/C(=N/O)N3C(C)CCCC3C)cn2)c1
430,COc1ccc2cc(C(C)C(=O)ON=C(N)c3ccccc3)ccc2c1
431,Cc1ccc(Oc2ccc(C(=NO)NCC(C)C)cn2)c2c1CCC2
432,CO/N=C(\N)c1ccc(-c2c(-c3ccc(F)cc3)nc(SCCN3CCOCC3)n2C)cc1
433,COc1ccc(CNC(=NO)c2ccc(OC)cc2)cc1
434,Cc1c(C(=O)O/N=C(\N)c2ccccc2)oc2cccc(Nc3cccnc3)c12
435,Cc1ccc(C(N)=NO)c(OCc2cccc(-c3ccccc3)c2C)c1F
436,COc1ccc(/C(=N/O)N2CC=C(c3ccccc3)CC2)cc1
437,CCCCN/C(=N\O)c1ccc(Oc2ccc3oc4ccccc4c3c2)nc1
438,COc1cccc(Oc2ncccc2/C(=N/O)N2CCCCCC2)c1
439,Cc1ccc(F)cc1Oc1ccc(/C(=N/O)NCC2CCCO2)cn1
440,Cc1cc(Oc2ccc(C(=NO)NC3CCC3)nn2)cc(C(C)C)c1
441,COc1ccc(CN/C(=N\O)c2cccnc2Oc2ccc(F)cc2F)cc1
442,CCCc1nc(C)n2nc(O)nc2c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
443,CCc1c(N(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)C(=O)CN(C)C)nc2ncccn12
444,O=C(Nc1cccc(-c2nn[nH]n2)c1)/C(=C/c1ccc(Cl)cc1)Oc1ccc(I)cc1
445,O=C(NCC(Cc1ccccc1)c1ccnc(N2CCCC2=O)c1)c1ccc(-n2cnnn2)cc1
446,CCCCc1nn(-c2cccnc2)c(OC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)nc1
447,Cc1cc(C(=O)NCc2cnc(Oc3ccc4c(c3)CCC(c3ccccc3)O4)s2)cc(-n2cnnn2)c1
448,O=C(C=Cc1cc(Cl)ccc1-n1cnnn1)NCCCCNc1ccnc2cc(Cl)ccc12
449,CCCCc1nc(Cl)c(CO)n1Cc1cccc2c1ccn2-c1ccccc1-c1nnn[nH]1
450,CCCCc1ncc(CO)n1Cc1ccc2oc(-c3ccccc3-c3nn[nH]n3)c(Br)c2c1
451,CCC(c1ccc(N(C)C(=O)c2cc(-c3ccccc3)c3[nH]ccc3c2)cc1)n1ncnn1
452,COc1cc(Nc2n[nH]c3cc(-c4ccc(N)nc4)ccc23)ccc1-n1nnnc1C(F)(F)F
453,CCOCCn1nc(-c2ccc(F)cc2)c(Oc2ccc(-c3nnn[nH]3)cc2)cc1=O
454,CCCc1ccn2nnnc2c1Cc1cn(C(c2ccccc2)c2ccccc2)c2ccccc12
455,Fc1ccc(Oc2ccc(Nc3nncc4[nH]cc(-c5nnn[nH]5)c34)cc2)cc1
456,CCCCN(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)c1ncnn2c(C)nc(C)c12
457,COC(=O)N[C@H](C(=O)NCc1cc(Cl)ccc1-n1nnnc1C)C(c1ccccc1)c1ccccc1
458,CC(/C=C/c1cc(Cl)ccc1-n1cnnn1)N(CC(=O)N(C)C)Cc1ccc(Oc2ccccc2)cn1
459,CCCc1nc2nccc(C)n2c1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
460,Cc1cc(OCc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)c2ccccc2n1
461,COc1cccc(Cn2ccn3nc(-c4ccc(-c5nn[nH]n5)cc4)cc3c2=O)c1
462,Cc1ccc2cc(-c3nc4ccccn4c3NCc3ccccc3)c3nnnn3c2c1
463,O=c1c2cc(Cl)ccc2nc(COc2ccccc2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
464,CCCCc1nn(-c2ccncc2C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
465,CCCc1cnc(-c2cnc(N)c(OC(F)F)c2)c(-c2ccc(Cc3nn[nH]n3)cc2OC)n1
466,NCCN(C(=O)c1ccc(-c2c(Cl)cc(Cl)cc2-c2nnn(CCCc3ccccc3)n2)cc1F)C1CC1
467,CCCCc1nn(C(C)CC)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
468,CCCc1nc2c(c(=O)n(C)c(=O)n2CC)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
469,S=c1oc(-c2ccc(-c3nnn[nH]3)cc2)nn1CNc1cc(Cl)cc(Cl)c1
470,CCc1nn(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)/c(=N/C(=O)c2ccccc2)s1
471,CCSc1nc2c(OCCCOC)ccc(C)c2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
472,Cc1nc2cccc(N3CCN(C(=O)C(C)C)CC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1F
473,Cc1cccc(C)c1-n1c(C=CC(=O)NC(C)(C)Cn2ncnn2)nc2ccccc2c1=O
474,CCCCC=C(COO)c1cnc(C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1C#N
475,CCN1CCN(c2ccc(Nc3nccc(-c4cnc(N5CC[C@@H](O)C5)c(C#N)c4)n3)nc2)CC1
476,COc1ccc2n(c1=O)CCN[C@H](C(=O)N1CC[C@@](O)(c3ccc(Cl)cc3)C1)C2
477,COc1ccc(N2CC(O)Cn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1OC
478,Cn1ccc2ccc(-c3cnc(NC[C@@H](O)CN4CCc5ccccc5C4)n4ccnc34)cc21
479,CCC(CC)n1cc(-c2nc(-c3cnn([C@H]4CCN(C(=O)/C=C/CN(C)C)C[C@H]4O)c3)cn3nccc23)cn1
480,Cc1c(-c2[nH]c3ccc(N4CCN(CC(=O)N5CC(O)C5)CC4)nc3c2C(C)C)cn2ncnc2c1C
481,Cc1nc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1N1CC[C@](C)(O)C1
482,Cc1c(Nc2c(C#N)cncc2C=Cc2ccc(CN3CCC(O)C3)cc2)ccc2[nH]ccc12
483,O[C@@H]1CCN(Cc2ccc(-c3cnc4ccc(NCC5CC5)nn34)cc2)C1
484,Cn1c(-c2cccc(Cl)c2)cnc1Nc1ccc2c(c1)N1CCCN(CCO)C1C2
485,O=C(Nc1ccc(N2CCC(O)(CN3CCCNCC3=O)CC2)nc1)[C@H]1C[C@H]1F
486,O[C@H](CNc1ncnc2c1oc1cc(Br)ccc12)CN1CCOCC1
487,COc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1C1CN(CC(C)(C)O)C1
488,CC(=O)N[C@@H](C)c1ccc(O[C@@H]2CCN(c3ccnc(N4CC(C)(O)C4)c3F)C2)cc1
489,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN(CC(=O)N4CCC[C@H](O)C4)CC3)cc12
490,COc1ccc(Cc2n[nH]c(-c3ccc(C(O)CN4CCC(c5nnc6n5CCCC6)C4)cc3)n2)cc1
491,CC(C)[C@H]1CN(CCO)C[C@@H]1n1cnc2c(N(C)C)ncnc21
492,OCC1C(O)C(O)CN1CCCn1cnc2c(NC3CCCCC3)ncnc21
493,Cc1noc(C)c1-c1ccc2nc(N3CC[C@H](O)C3)n3c2c1OC[C@@H]3c1ccccn1
494,CC(=O)N[C@@H](C)c1ccc(O[C@@H]2CCN(c3nc(N4CCC(C)(O)C4)ncc3C)C2)cc1
495,O=C(Nc1n[nH]c2cc(OCc3ccc(Cl)c(Cl)c3)ccc12)N1CC(O)C1
496,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN(CC(=O)N4CC(C)(O)C4)C[C@@H]3C#N)cc12
497,OC1CCN(c2nccc3cc(Nc4n[nH]c5cccnc45)ccc23)C1
498,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN(CC(C)(C)O)CC3)cc12
499,Cn1cc(Nc2nc(NC[C@H](O)CN3CCc4ccccc4C3)c(F)c(NC3CC3)n2)cn1
500,O=C1NCC(O)C12CCN(c1ncnc3[nH]c(-c4ccccc4)cc13)CC2
501,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CCN(CC(=O)N4CC(O)C4)CC3)nc12
502,O=C1NCc2c(-c3cnc4cc(F)ccn34)ccc(Nc3ccc(N4C[C@H](O)[C@@H](O)C4)cn3)c21
503,OCCCCCN1C[C@H](O)[C@@H](n2cc(-c3ccncn3)nn2)C[C@@H]1c1ccc(F)cc1
504,COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccccc3)C2=O)CC1.Cl
505,C=CC(=O)Nc1cc(C)ccc1Nc1nc(NCC(O)CN2CCOCC2)nc2c1ncn2C1CCCC1
506,O=c1ccc2ccc(OCC(O)CN3CCN(c4cccc5c4CCO5)CC3)cc2o1
507,COc1cc2c(cc1N1CC[C@@H](O)C1)N(C(=O)CCN1C(=O)[C@@H]3Cc4cc(F)ccc4N3C1=O)CC2
508,Cc1nc2cccc(-c3cc4c(Cl)cc(C(=O)N5CCC[C@H](O)C5)cc4[nH]3)c2nc1NC(C)(C)CO
509,COc1cc(N2CC=C(Oc3ccc(-c4ccccc4)cc3)C2=O)ccc1OCCN1C[C@H](O)C(O)[C@@H](O)C1
